Vùng,Kinh độ,Vĩ độ
" Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Đình Thi, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Lâm Hạ, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Trường Lâm, Phường Đức Giang, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Lê Trọng Tấn, Phường Phương Mai, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Phố Yết Kiêu, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Hoàng Ngân, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Xiển, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",21.0111263,105.8138256
" Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Phố Nguyễn Trường Tộ, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Lâm Du Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Lý Nam Đế, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Cách Mạng Tháng Tám, Phường 5, Quận Tân Bình, Hồ Chí Minh",21.0111263,105.8138256
" Đường Hồ Ba Mẫu, Phường Phương Mai, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Số 9, Phường 16, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Quốc Lộ 1k, Phường Linh Xuân, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Đại Kim, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phường Giang Biên, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Hoa Lâm, Phường Đức Giang, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, Hồ Chí Minh",21.0111263,105.8138256
" Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Hồ Ba Mẫu, Phường Phương Liên, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Quốc Lộ 1k, Phường Linh Xuân, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Xã Đàn, Phường Thổ Quan, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Trần Phú, Phường Vạn Thắng, Thành phố Nha Trang, Khánh Hòa",21.0111263,105.8138256
" Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Ô Cách, Phường Đức Giang, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Bình Dương Đường ĐT 757, Xã An Khương, Huyện Hớn Quản, Bình Phước",21.0111263,105.8138256
" Đường Mạc Đỉnh Chi, Phường Phước Tiến, Thành phố Nha Trang, Khánh Hòa",21.0111263,105.8138256
" Đường Bát Khối, Phường Long Biên, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Lưu Khánh Đàm, Phường Việt Hưng, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Nam Đồng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Phố Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Mễ Trì Hạ, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Phố Lê Ngọc Hân, Phường Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Số 8, Phường Linh Xuân, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Vệ Hồ, Phường Quảng An, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Phố Mã Mây, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Phố Thợ Nhuộm, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Phố Nguyễn Lương Bằng, Phường Nam Đồng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Bắc Cầu 3, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Lê Duẩn, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Ô Chợ Dừa, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Mã Mây, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Quốc Lộ 1k, Phường Linh Xuân, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Lê Văn Lương, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường ĐT 768B, Phường Trảng Dài, Thành phố Biên Hoà, Đồng Nai",21.0111263,105.8138256
" Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Phố Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Phố Quan Nhân, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Hàn Thuyên, Phường An Bình, Thành phố Biên Hoà, Đồng Nai",21.0111263,105.8138256
" Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Phan Kế Bính, Phường Cống Vị, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Âu Cơ, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Phố Tràng Thi, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Phố Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Khả Trạc, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Thanh Nhàn, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Phường Việt Hưng, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Phố Triệu Việt Vương, Phường Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Quốc lộ 14, Xã Cư Né, Huyện Krông Búk, Đắk Lắk",21.0111263,105.8138256
" Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Lương Ngọc Quyến, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Quốc lộ 14, Phường Đoàn Kết, Thị xã Buôn Hồ, Đắk Lắk",21.0111263,105.8138256
" Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Quốc Lộ 29, Xã Ea Hồ, Huyện Krông Năng, Đắk Lắk",21.0111263,105.8138256
" Đường Đình Quán, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Phố Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Hoa Thám, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Nguyễn Hoàng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Quốc Lộ 29, Xã Ea Blang, Thị xã Buôn Hồ, Đắk Lắk",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Hàng Bông, Phường Hàng Bông, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Lê Hồng Phong, Phường 8, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Xuân Phương, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Quốc Lộ 29, Xã Ea Dăh, Huyện Krông Năng, Đắk Lắk",21.0111263,105.8138256
" Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Á Châu, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Quốc lộ 14, Phường Đoàn Kết, Thị xã Buôn Hồ, Đắk Lắk",21.0111263,105.8138256
" Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Hồi, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",21.0111263,105.8138256
" Phố Nguyễn Đình Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Trần Quang Diệu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Quốc lộ 25, Xã Sơn Nguyên, Huyện Sơn Hòa, Phú Yên",21.0111263,105.8138256
" Đường Nguyễn Sơn, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Tỉnh lộ 8, Xã Ea Kuêh, Huyện Cư Mgar, Đắk Lắk",21.0111263,105.8138256
" Phố Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Hàng Than, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Xô Viết Nghệ Tĩnh, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Nguyễn Cao, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Huyên, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Xã Sơn Thành Tây, Huyện Tây Hòa, Phú Yên",21.0111263,105.8138256
" Phố Nguyễn Du, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Cầu Lạc Trung, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Bình Giã, Phường 8, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Khu tập thể Thành Công, Phường Thành Công, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",21.0111263,105.8138256
" Phố Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Quốc Lộ 29, Xã Dliê Ya, Huyện Krông Năng, Đắk Lắk",21.0111263,105.8138256
" Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Hàng Điếu, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Phạm Ngọc Thạch, Phường Trung Tự, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Thi Sách, Phường 8, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Phạm Huy Thông, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường An Xá, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Quốc Lộ 27, Xã Ea Hu, Huyện Cư Kuin, Đắk Lắk",21.0111263,105.8138256
" Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Võ Nguyên Giáp, Xã Thủy Vân, Thị xã Hương Thủy, Huế",21.0111263,105.8138256
" Đường Xô Viết Nghệ Tĩnh, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Quốc Lộ 29, Xã Ea Drông, Thị xã Buôn Hồ, Đắk Lắk",21.0111263,105.8138256
" Đường Chương Dương, Phường Linh Chiểu, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phường Yên Phụ, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Quốc lộ 25, Xã Sơn Hà, Huyện Sơn Hòa, Phú Yên",21.0111263,105.8138256
" Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Từ Hoa, Phường Quảng An, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hoà, Đồng Nai",21.0111263,105.8138256
" Đường Quốc lộ 14, Xã Cư Pơng, Huyện Krông Búk, Đắk Lắk",21.0111263,105.8138256
" Phố Huế, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Quốc lộ 25, Xã Sơn Hà, Huyện Sơn Hòa, Phú Yên",21.0111263,105.8138256
" Phố Hòa Mã, Phường Nguyễn Du, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Cầu vượt Mai Dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Xa Lộ Hà Nội, Phường Hiệp Phú, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Vũ Ngọc Phan, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Trương Công Định, Phường 8, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Trần Nhật Duật, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Trường Tộ, Phường 3, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Quốc lộ 25, Xã Sơn Hà, Huyện Sơn Hòa, Phú Yên",21.0111263,105.8138256
" Đường Quốc Lộ 29, Xã Ea Drông, Thị xã Buôn Hồ, Đắk Lắk",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Quốc lộ 14, Xã Cư Né, Huyện Krông Búk, Đắk Lắk",21.0111263,105.8138256
" Phố Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Linh Đông, Phường Linh Đông, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Phố Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Trần Hưng Đạo, Phường 6, Quận 5, Hồ Chí Minh",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Quang Trung, Phường 14, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Xã Vân Canh, Huyện Hoài Đức, Hà Nội",21.0111263,105.8138256
" Đường Số 4, Phường Trường Thọ, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Phố Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
